_id,date,gender,race,agebook,agecurr
22460,2018-01-10,M,B,21,21
22461,2018-01-10,M,W,42,42
22462,2018-01-10,M,W,24,24
22463,2018-01-10,M,W,35,35
22464,2018-01-10,M,B,30,30
22465,2018-01-10,M,B,17,18
22466,2018-01-10,M,B,28,28
22467,2018-01-10,M,B,30,30
22468,2018-01-10,M,W,31,31
22469,2018-01-10,M,B,33,33
22470,2018-01-10,M,B,40,40
22471,2018-01-10,M,W,39,39
22472,2018-01-10,M,W,47,47
22473,2018-01-10,M,W,32,32
22474,2018-01-10,M,W,54,54
22475,2018-01-10,M,B,27,27
22476,2018-01-10,M,B,22,24
22477,2018-01-10,M,B,37,39
22478,2018-01-10,M,B,23,24
22479,2018-01-10,M,W,18,20
22480,2018-01-10,M,B,27,28
22481,2018-01-10,M,B,22,23
22482,2018-01-10,M,B,44,45
22483,2018-01-10,M,W,19,19
22484,2018-01-10,M,B,24,25
22485,2018-01-10,M,B,19,20
22486,2018-01-10,M,B,22,23
22487,2018-01-10,M,B,25,26
22488,2018-01-10,M,B,47,48
22489,2018-01-10,M,B,29,30
22490,2018-01-10,M,W,29,30
22491,2018-01-10,M,W,29,30
22492,2018-01-10,M,B,25,26
22493,2018-01-10,M,W,37,38
22494,2018-01-10,M,B,18,19
22495,2018-01-10,M,B,35,36
22496,2018-01-10,M,B,27,27
22497,2018-01-10,M,B,35,35
22498,2018-01-10,M,B,28,28
22499,2018-01-10,M,B,23,24
22500,2018-01-10,M,B,29,30
22501,2018-01-10,M,B,29,29
22502,2018-01-10,M,B,26,27
22503,2018-01-10,M,W,32,32
22504,2018-01-10,M,W,54,55
22505,2018-01-10,M,W,34,34
22506,2018-01-10,M,B,38,39
22507,2018-01-10,M,B,24,24
22508,2018-01-10,M,W,42,42
22509,2018-01-10,M,B,45,45
22510,2018-01-10,M,B,24,24
22511,2018-01-10,M,B,37,38
22512,2018-01-10,M,B,41,42
22513,2018-01-10,M,B,30,30
22514,2018-01-10,M,W,39,40
22515,2018-01-10,M,B,24,25
22516,2018-01-10,M,W,21,22
22517,2018-01-10,M,B,27,27
22518,2018-01-10,M,x,21,21
22519,2018-01-10,M,W,35,35
22520,2018-01-10,M,W,34,34
22521,2018-01-10,M,B,28,28
22522,2018-01-10,M,B,34,34
22523,2018-01-10,M,B,38,39
22524,2018-01-10,M,x,25,25
22525,2018-01-10,M,B,30,30
22526,2018-01-10,M,B,43,43
22527,2018-01-10,M,B,48,48
22528,2018-01-10,M,H,39,39
22529,2018-01-10,M,B,27,27
22530,2018-01-10,M,B,21,21
22531,2018-01-10,M,B,21,21
22532,2018-01-10,M,W,34,34
22533,2018-01-10,M,H,30,30
22534,2018-01-10,M,B,32,32
22535,2018-01-10,M,B,20,20
22536,2018-01-10,M,B,32,32
22537,2018-01-10,M,B,35,35
22538,2018-01-10,M,B,23,24
22539,2018-01-10,M,B,22,23
22540,2018-01-10,M,B,49,50
22541,2018-01-10,M,B,28,28
22542,2018-01-10,M,B,30,30
22543,2018-01-10,M,B,28,28
22544,2018-01-10,M,W,35,35
22545,2018-01-10,M,B,29,29
22546,2018-01-10,M,W,32,32
22547,2018-01-10,M,B,33,33
22548,2018-01-10,M,B,29,29
22549,2018-01-10,M,B,31,31
22550,2018-01-10,M,W,22,23
22551,2018-01-10,M,B,28,28
22552,2018-01-10,M,W,33,33
22553,2018-01-10,M,W,66,66
22554,2018-01-10,M,W,25,26
22555,2018-01-10,M,B,57,57
22556,2018-01-10,M,B,36,36
22557,2018-01-10,M,B,29,29
22558,2018-01-10,M,B,28,28
22559,2018-01-10,M,B,28,28
22560,2018-01-10,M,B,30,30
22561,2018-01-10,M,B,36,36
22562,2018-01-10,M,W,35,35
22563,2018-01-10,M,W,27,27
22564,2018-01-10,M,B,31,32
22565,2018-01-10,M,B,31,31
22566,2018-01-10,M,W,46,46
22567,2018-01-10,M,B,20,20
22568,2018-01-10,M,W,49,49
22569,2018-01-10,M,B,25,25
22570,2018-01-10,M,W,61,61
22571,2018-01-10,M,W,41,41
22572,2018-01-10,M,W,48,49
22573,2018-01-10,M,B,34,35
22574,2018-01-10,M,B,21,22
22575,2018-01-10,M,W,66,67
22576,2018-01-10,M,B,23,24
22577,2018-01-10,M,B,44,45
22578,2018-01-10,M,B,28,29
22579,2018-01-10,M,W,24,24
22580,2018-01-10,M,B,18,19
22581,2018-01-10,M,B,25,25
22582,2018-01-10,M,W,34,34
22583,2018-01-10,M,W,52,52
22584,2018-01-10,M,B,21,21
22585,2018-01-10,M,W,40,40
22586,2018-01-10,M,B,58,58
22587,2018-01-10,M,B,40,41
22588,2018-01-10,M,B,33,33
22589,2018-01-10,M,W,19,20
22590,2018-01-10,M,W,34,34
22591,2018-01-10,M,B,30,31
22592,2018-01-10,M,B,30,31
22593,2018-01-10,M,B,38,39
22594,2018-01-10,M,B,38,38
22595,2018-01-10,M,H,39,39
22596,2018-01-10,M,H,34,34
22597,2018-01-10,M,U,20,21
22598,2018-01-10,M,B,50,50
22599,2018-01-10,M,B,29,29
22600,2018-01-10,M,W,35,35
22601,2018-01-10,M,W,38,38
22602,2018-01-10,M,W,42,43
22603,2018-01-10,M,B,27,27
22604,2018-01-10,M,B,20,21
22605,2018-01-10,M,B,19,19
22606,2018-01-10,M,B,62,62
22607,2018-01-10,M,B,20,20
22608,2018-01-10,M,B,36,37
22609,2018-01-10,M,B,23,23
22610,2018-01-10,M,B,24,24
22611,2018-01-10,M,B,23,23
22612,2018-01-10,M,B,27,27
22613,2018-01-10,M,B,31,31
22614,2018-01-10,M,B,34,35
22615,2018-01-10,M,W,32,33
22616,2018-01-10,M,B,23,23
22617,2018-01-10,M,W,28,29
22618,2018-01-10,M,W,33,33
22619,2018-01-10,M,B,62,62
22620,2018-01-10,M,B,31,31
22621,2018-01-10,M,B,50,50
22622,2018-01-10,M,B,40,40
22623,2018-01-10,M,B,28,28
22624,2018-01-10,M,B,27,27
22625,2018-01-10,M,W,41,42
22626,2018-01-10,M,W,37,37
22627,2018-01-10,M,B,26,26
22628,2018-01-10,M,H,33,33
22629,2018-01-10,M,H,29,29
22630,2018-01-10,M,W,31,31
22631,2018-01-10,M,B,40,40
22632,2018-01-10,M,B,27,27
22633,2018-01-10,M,W,42,42
22634,2018-01-10,M,B,43,43
22635,2018-01-10,M,W,29,29
22636,2018-01-10,M,B,20,20
22637,2018-01-10,M,W,31,31
22638,2018-01-10,M,B,30,30
22639,2018-01-10,M,B,19,19
22640,2018-01-10,M,B,46,46
22641,2018-01-10,M,B,19,19
22642,2018-01-10,M,B,33,33
22643,2018-01-10,M,B,28,28
22644,2018-01-10,M,W,28,28
22645,2018-01-10,M,W,28,28
22646,2018-01-10,M,W,21,21
22647,2018-01-10,M,B,46,46
22648,2018-01-10,M,B,24,24
22649,2018-01-10,M,B,26,26
22650,2018-01-10,M,B,25,25
22651,2018-01-10,M,B,48,48
22652,2018-01-10,M,W,26,26
22653,2018-01-10,M,B,35,35
22654,2018-01-10,M,B,53,53
22655,2018-01-10,M,W,24,24
22656,2018-01-10,M,W,40,40
22657,2018-01-10,M,B,34,34
22658,2018-01-10,M,B,38,38
22659,2018-01-10,M,B,33,33
22660,2018-01-10,M,W,27,27
22661,2018-01-10,M,H,26,26
22662,2018-01-10,M,B,20,20
22663,2018-01-10,M,B,28,28
22664,2018-01-10,M,B,23,23
22665,2018-01-10,M,B,21,21
22666,2018-01-10,M,W,48,48
22667,2018-01-10,M,B,30,30
22668,2018-01-10,M,B,40,42
22669,2018-01-10,M,B,21,22
22670,2018-01-10,M,B,35,37
22671,2018-01-10,M,B,20,21
22672,2018-01-10,M,B,37,38
22673,2018-01-10,M,B,22,23
22674,2018-01-10,M,B,31,32
22675,2018-01-10,M,B,24,25
22676,2018-01-10,M,B,26,27
22677,2018-01-10,M,B,45,46
22678,2018-01-10,M,W,30,30
22679,2018-01-10,M,B,29,30
22680,2018-01-10,M,B,33,34
22681,2018-01-10,M,B,24,25
22682,2018-01-10,M,W,40,41
22683,2018-01-10,M,B,25,26
22684,2018-01-10,M,B,23,24
22685,2018-01-10,M,B,33,34
22686,2018-01-10,M,B,30,30
22687,2018-01-10,M,B,42,43
22688,2018-01-10,M,B,69,69
22689,2018-01-10,M,B,22,22
22690,2018-01-10,M,B,49,50
22691,2018-01-10,M,B,34,34
22692,2018-01-10,M,B,33,33
22693,2018-01-10,M,B,23,24
22694,2018-01-10,M,B,28,29
22695,2018-01-10,M,B,29,30
22696,2018-01-10,M,B,54,55
22697,2018-01-10,M,B,34,34
22698,2018-01-10,M,B,41,41
22699,2018-01-10,M,B,36,36
22700,2018-01-10,M,W,25,25
22701,2018-01-10,M,B,40,40
22702,2018-01-10,M,B,40,41
22703,2018-01-10,M,W,29,29
22704,2018-01-10,M,B,32,33
22705,2018-01-10,M,B,22,23
22706,2018-01-10,M,W,37,37
22707,2018-01-10,M,B,21,21
22708,2018-01-10,M,B,21,21
22709,2018-01-10,M,B,36,36
22710,2018-01-10,M,B,47,47
22711,2018-01-10,M,B,28,28
22712,2018-01-10,M,B,27,27
22713,2018-01-10,M,B,49,49
22714,2018-01-10,M,W,36,36
22715,2018-01-10,M,B,54,54
22716,2018-01-10,M,B,45,46
22717,2018-01-10,M,W,40,40
22718,2018-01-10,M,B,19,19
22719,2018-01-10,M,B,28,28
22720,2018-01-10,M,B,25,25
22721,2018-01-10,M,B,53,54
22722,2018-01-10,M,B,28,28
22723,2018-01-10,M,B,28,28
22724,2018-01-10,M,B,39,39
22725,2018-01-10,M,W,23,23
22726,2018-01-10,M,B,26,26
22727,2018-01-10,M,W,28,28
22728,2018-01-10,M,B,20,20
22729,2018-01-10,M,B,24,24
22730,2018-01-10,M,B,34,34
22731,2018-01-10,M,B,24,24
22732,2018-01-10,M,B,28,28
22733,2018-01-10,M,B,40,40
22734,2018-01-10,M,W,33,33
22735,2018-01-10,M,B,21,21
22736,2018-01-10,M,B,35,35
22737,2018-01-10,M,B,41,41
22738,2018-01-10,M,W,27,27
22739,2018-01-10,M,W,38,38
22740,2018-01-10,M,B,25,26
22741,2018-01-10,M,B,27,27
22742,2018-01-10,M,B,31,31
22743,2018-01-10,M,B,29,29
22744,2018-01-10,M,B,28,29
22745,2018-01-10,M,B,26,26
22746,2018-01-10,M,B,32,32
22747,2018-01-10,M,B,22,22
22748,2018-01-10,M,B,36,36
22749,2018-01-10,M,B,23,23
22750,2018-01-10,M,B,23,23
22751,2018-01-10,M,W,40,40
22752,2018-01-10,M,B,22,22
22753,2018-01-10,M,B,20,20
22754,2018-01-10,M,W,34,34
22755,2018-01-10,M,B,30,30
22756,2018-01-10,M,B,19,19
22757,2018-01-10,M,B,24,24
22758,2018-01-10,M,B,35,35
22759,2018-01-10,M,B,35,35
22760,2018-01-10,M,W,55,55
22761,2018-01-10,M,B,62,62
22762,2018-01-10,M,W,40,40
22763,2018-01-10,M,B,51,51
22764,2018-01-10,M,W,49,49
22765,2018-01-10,M,W,31,33
22766,2018-01-10,M,B,28,29
22767,2018-01-10,M,B,32,34
22768,2018-01-10,M,B,31,33
22769,2018-01-10,M,B,45,46
22770,2018-01-10,M,B,29,30
22771,2018-01-10,M,W,25,27
22772,2018-01-10,M,B,23,24
22773,2018-01-10,M,B,30,31
22774,2018-01-10,M,W,33,34
22775,2018-01-10,M,W,38,39
22776,2018-01-10,M,B,24,25
22777,2018-01-10,M,W,34,35
22778,2018-01-10,M,B,30,30
22779,2018-01-10,M,B,34,34
22780,2018-01-10,M,B,39,39
22781,2018-01-10,M,B,21,21
22782,2018-01-10,M,B,28,29
22783,2018-01-10,M,B,43,43
22784,2018-01-10,M,B,38,38
22785,2018-01-10,M,W,27,28
22786,2018-01-10,M,B,19,19
22787,2018-01-10,M,B,22,22
22788,2018-01-10,M,W,31,31
22789,2018-01-10,M,W,35,36
22790,2018-01-10,M,B,19,19
22791,2018-01-10,M,B,34,35
22792,2018-01-10,M,W,27,27
22793,2018-01-10,M,W,39,40
22794,2018-01-10,M,W,29,30
22795,2018-01-10,M,B,21,22
22796,2018-01-10,M,W,33,33
22797,2018-01-10,M,B,27,27
22798,2018-01-10,M,B,30,31
22799,2018-01-10,M,B,27,27
22800,2018-01-10,M,B,29,29
22801,2018-01-10,M,W,28,29
22802,2018-01-10,M,B,42,42
22803,2018-01-10,M,B,36,37
22804,2018-01-10,M,B,31,32
22805,2018-01-10,M,B,30,30
22806,2018-01-10,M,B,18,18
22807,2018-01-10,M,B,22,23
22808,2018-01-10,M,B,23,23
22809,2018-01-10,M,W,47,48
22810,2018-01-10,M,I,46,46
22811,2018-01-10,M,W,31,31
22812,2018-01-10,M,B,25,25
22813,2018-01-10,M,B,23,23
22814,2018-01-10,M,B,57,58
22815,2018-01-10,M,W,27,27
22816,2018-01-10,M,B,58,58
22817,2018-01-10,M,B,49,49
22818,2018-01-10,M,B,22,22
22819,2018-01-10,M,B,25,26
22820,2018-01-10,M,W,29,29
22821,2018-01-10,M,W,28,28
22822,2018-01-10,M,W,26,27
22823,2018-01-10,M,B,20,20
22824,2018-01-10,M,B,24,24
22825,2018-01-10,M,B,38,38
22826,2018-01-10,M,W,42,42
22827,2018-01-10,M,H,35,35
22828,2018-01-10,M,W,41,41
22829,2018-01-10,M,W,29,29
22830,2018-01-10,M,W,49,49
22831,2018-01-10,M,B,34,35
22832,2018-01-10,M,B,39,40
22833,2018-01-10,M,B,27,27
22834,2018-01-10,M,B,71,71
22835,2018-01-10,M,W,25,25
22836,2018-01-10,M,B,38,38
22837,2018-01-10,M,W,24,24
22838,2018-01-10,M,B,30,30
22839,2018-01-10,M,B,44,44
22840,2018-01-10,M,W,30,30
22841,2018-01-10,M,B,28,28
22842,2018-01-10,M,B,23,23
22843,2018-01-10,M,B,18,18
22844,2018-01-10,M,B,29,29
22845,2018-01-10,M,B,52,52
22846,2018-01-10,M,B,29,29
22847,2018-01-10,M,W,43,43
22848,2018-01-10,M,B,45,46
22849,2018-01-10,M,B,23,23
22850,2018-01-10,M,B,32,32
22851,2018-01-10,M,B,52,52
22852,2018-01-10,M,B,42,42
22853,2018-01-10,M,W,47,47
22854,2018-01-10,M,W,20,20
22855,2018-01-10,M,B,52,52
22856,2018-01-10,M,W,31,31
22857,2018-01-10,M,B,37,37
22858,2018-01-10,M,B,59,59
22859,2018-01-10,M,W,36,38
22860,2018-01-10,M,W,46,48
22861,2018-01-10,M,B,34,35
22862,2018-01-10,M,W,34,35
22863,2018-01-10,M,B,44,45
22864,2018-01-10,M,W,38,40
22865,2018-01-10,M,B,20,21
22866,2018-01-10,M,B,22,23
22867,2018-01-10,M,B,22,23
22868,2018-01-10,M,B,31,32
22869,2018-01-10,M,W,19,20
22870,2018-01-10,M,B,21,22
22871,2018-01-10,M,B,24,25
22872,2018-01-10,M,B,23,24
22873,2018-01-10,M,W,23,24
22874,2018-01-10,M,B,33,34
22875,2018-01-10,M,B,22,23
22876,2018-01-10,M,W,47,48
22877,2018-01-10,M,B,29,29
22878,2018-01-10,M,W,22,23
22879,2018-01-10,M,B,47,48
22880,2018-01-10,M,B,24,25
22881,2018-01-10,M,B,47,47
22882,2018-01-10,M,W,55,56
22883,2018-01-10,M,B,28,28
22884,2018-01-10,M,W,31,31
22885,2018-01-10,M,B,20,21
22886,2018-01-10,M,B,24,24
22887,2018-01-10,M,B,21,22
22888,2018-01-10,M,B,19,19
22889,2018-01-10,M,B,31,32
22890,2018-01-10,M,B,41,42
22891,2018-01-10,M,B,22,22
22892,2018-01-10,M,B,20,21
22893,2018-01-10,M,B,21,22
22894,2018-01-10,M,B,23,24
22895,2018-01-10,M,B,41,41
22896,2018-01-10,M,B,39,40
22897,2018-01-10,M,B,24,24
22898,2018-01-10,M,B,52,52
22899,2018-01-10,M,B,29,29
22900,2018-01-10,M,B,49,49
22901,2018-01-10,M,W,48,48
22902,2018-01-10,M,B,21,22
22903,2018-01-10,M,B,18,19
22904,2018-01-10,M,W,27,27
22905,2018-01-10,M,B,46,47
22906,2018-01-10,M,B,24,24
22907,2018-01-10,M,W,33,33
22908,2018-01-10,M,B,31,32
22909,2018-01-10,M,W,45,45
22910,2018-01-10,M,B,31,31
22911,2018-01-10,M,B,39,39
22912,2018-01-10,M,B,25,26
22913,2018-01-10,M,B,31,32
22914,2018-01-10,M,W,26,26
22915,2018-01-10,M,B,25,25
22916,2018-01-10,M,W,65,66
22917,2018-01-10,M,H,29,29
22918,2018-01-10,M,B,40,41
22919,2018-01-10,M,B,24,25
22920,2018-01-10,M,B,24,24
22921,2018-01-10,M,B,29,29
22922,2018-01-10,M,B,28,28
22923,2018-01-10,M,B,53,54
22924,2018-01-10,M,x,32,32
22925,2018-01-10,M,B,18,18
22926,2018-01-10,M,B,47,47
22927,2018-01-10,M,B,25,25
22928,2018-01-10,M,W,24,24
22929,2018-01-10,M,B,24,25
22930,2018-01-10,M,W,52,52
22931,2018-01-10,M,W,32,33
22932,2018-01-10,M,B,24,24
22933,2018-01-10,M,B,39,39
22934,2018-01-10,M,H,39,40
22935,2018-01-10,M,W,32,32
22936,2018-01-10,M,W,39,39
22937,2018-01-10,M,W,38,38
22938,2018-01-10,M,W,21,21
22939,2018-01-10,M,B,30,30
22940,2018-01-10,M,U,36,36
22941,2018-01-10,M,W,24,24
22942,2018-01-10,M,B,53,53
22943,2018-01-10,M,B,29,29
22944,2018-01-10,M,B,36,36
22945,2018-01-10,M,W,48,48
22946,2018-01-10,M,B,28,28
22947,2018-01-10,M,B,28,29
22948,2018-01-10,M,B,55,55
22949,2018-01-10,M,W,37,37
22950,2018-01-10,M,B,30,30
22951,2018-01-10,M,B,41,41
22952,2018-01-10,M,B,30,30
22953,2018-01-10,M,B,32,34
22954,2018-01-10,M,W,39,39
22955,2018-01-10,M,W,36,37
22956,2018-01-10,M,B,37,38
22957,2018-01-10,M,B,24,25
22958,2018-01-10,M,W,38,38
22959,2018-01-10,M,W,40,40
22960,2018-01-10,M,W,37,37
22961,2018-01-10,M,B,54,54
22962,2018-01-10,M,W,43,43
22963,2018-01-10,M,B,20,20
22964,2018-01-10,M,B,26,26
22965,2018-01-10,M,B,24,24
22966,2018-01-10,M,W,20,20
22967,2018-01-10,M,W,40,40
22968,2018-01-10,M,W,28,28
22969,2018-01-10,M,W,33,33
22970,2018-01-10,M,W,37,37
22971,2018-01-10,M,W,49,49
22972,2018-01-10,M,H,30,30
22973,2018-01-10,M,B,21,21
22974,2018-01-10,M,W,54,54
22975,2018-01-10,M,B,22,22
22976,2018-01-10,M,B,49,49
22977,2018-01-10,M,B,26,26
22978,2018-01-10,M,B,32,32
22979,2018-01-10,M,B,38,38
22980,2018-01-10,M,W,57,57
22981,2018-01-10,M,W,30,30
22982,2018-01-10,M,W,33,33
22983,2018-01-10,M,W,34,34
22984,2018-01-10,M,W,33,33
22985,2018-01-10,M,B,24,24
22986,2018-01-10,M,W,34,34
22987,2018-01-10,M,B,57,57
22988,2018-01-10,M,W,30,30
22989,2018-01-10,M,B,28,28
22990,2018-01-10,M,B,18,18
22991,2018-01-10,M,W,25,25
22992,2018-01-10,M,W,54,54
22993,2018-01-10,M,W,34,34
22994,2018-01-10,M,W,39,39
22995,2018-01-10,M,B,33,33
22996,2018-01-10,M,W,38,38
22997,2018-01-10,M,B,27,27
22998,2018-01-10,M,W,20,20
22999,2018-01-10,M,B,38,38
23000,2018-01-10,M,U,30,30
23001,2018-01-10,M,B,35,35
23002,2018-01-10,M,W,27,27
23003,2018-01-10,M,W,31,31
23004,2018-01-10,M,B,19,19
23005,2018-01-10,M,B,25,25
23006,2018-01-10,M,B,55,55
23007,2018-01-10,M,B,32,32
23008,2018-01-10,M,W,26,26
23009,2018-01-10,M,W,35,35
23010,2018-01-10,M,W,42,42
23011,2018-01-10,M,B,32,32
23012,2018-01-10,M,B,21,21
23013,2018-01-10,M,W,27,27
23014,2018-01-10,M,B,26,26
23015,2018-01-10,M,B,26,26
23016,2018-01-10,M,B,37,37
23017,2018-01-10,M,W,46,46
23018,2018-01-10,M,W,26,26
23019,2018-01-10,M,B,28,28
23020,2018-01-10,M,B,26,26
23021,2018-01-10,M,B,54,54
23022,2018-01-10,M,B,27,28
23023,2018-01-10,M,B,19,20
23024,2018-01-10,M,W,59,60
23025,2018-01-10,M,W,25,26
23026,2018-01-10,M,W,27,28
23027,2018-01-10,M,B,26,27
23028,2018-01-10,M,B,20,21
23029,2018-01-10,M,B,33,34
23030,2018-01-10,M,B,24,25
23031,2018-01-10,M,B,30,31
23032,2018-01-10,M,B,21,21
23033,2018-01-10,M,B,23,23
23034,2018-01-10,M,W,47,48
23035,2018-01-10,M,B,44,45
23036,2018-01-10,M,B,31,31
23037,2018-01-10,M,W,38,38
23038,2018-01-10,M,W,55,55
23039,2018-01-10,M,U,18,19
23040,2018-01-10,M,W,36,36
23041,2018-01-10,M,B,29,29
23042,2018-01-10,M,B,29,30
23043,2018-01-10,M,W,34,35
23044,2018-01-10,M,B,21,22
23045,2018-01-10,M,W,26,26
23046,2018-01-10,M,W,51,51
23047,2018-01-10,M,B,46,47
23048,2018-01-10,M,W,33,34
23049,2018-01-10,M,B,23,23
23050,2018-01-10,M,W,23,24
23051,2018-01-10,M,B,18,19
23052,2018-01-10,M,W,34,34
23053,2018-01-10,M,W,44,44
23054,2018-01-10,M,W,56,56
23055,2018-01-10,M,B,45,45
23056,2018-01-10,M,B,53,53
23057,2018-01-10,M,W,58,58
23058,2018-01-10,M,B,46,47
23059,2018-01-10,M,B,45,45
23060,2018-01-10,M,W,30,30
23061,2018-01-10,M,W,30,30
23062,2018-01-10,M,B,25,26
23063,2018-01-10,M,W,23,23
23064,2018-01-10,M,B,36,36
23065,2018-01-10,M,B,19,20
23066,2018-01-10,M,B,27,27
23067,2018-01-10,M,W,63,63
23068,2018-01-10,M,W,31,31
23069,2018-01-10,M,B,22,22
23070,2018-01-10,M,B,47,47
23071,2018-01-10,M,W,28,28
23072,2018-01-10,M,B,30,30
23073,2018-01-10,M,W,55,55
23074,2018-01-10,M,W,30,30
23075,2018-01-10,M,H,36,36
23076,2018-01-10,M,B,26,26
23077,2018-01-10,M,W,24,24
23078,2018-01-10,M,B,24,24
23079,2018-01-10,M,B,21,22
23080,2018-01-10,M,W,39,39
23081,2018-01-10,M,B,58,58
23082,2018-01-10,M,B,39,39
23083,2018-01-10,M,W,28,28
23084,2018-01-10,M,B,37,38
23085,2018-01-10,M,W,48,48
23086,2018-01-10,M,B,26,26
23087,2018-01-10,M,B,50,50
23088,2018-01-10,M,B,35,35
23089,2018-01-10,M,B,48,48
23090,2018-01-10,M,W,34,34
23091,2018-01-10,M,W,21,21
23092,2018-01-10,M,W,18,18
23093,2018-01-10,M,W,31,31
23094,2018-01-10,M,B,51,51
23095,2018-01-10,M,B,55,55
23096,2018-01-10,M,B,58,58
23097,2018-01-10,M,W,29,29
23098,2018-01-10,M,W,60,60
23099,2018-01-10,M,W,25,25
23100,2018-01-10,M,W,36,37
23101,2018-01-10,M,W,49,49
23102,2018-01-10,M,B,31,31
23103,2018-01-10,M,B,21,21
23104,2018-01-10,M,B,62,62
23105,2018-01-10,F,W,29,31
23106,2018-01-10,F,W,28,29
23107,2018-01-10,F,W,41,42
23108,2018-01-10,F,W,39,40
23109,2018-01-10,F,W,37,38
23110,2018-01-10,F,B,63,64
23111,2018-01-10,F,W,22,23
23112,2018-01-10,F,W,32,33
23113,2018-01-10,F,W,40,41
23114,2018-01-10,F,W,30,31
23115,2018-01-10,F,B,56,57
23116,2018-01-10,F,W,28,28
23117,2018-01-10,F,B,37,38
23118,2018-01-10,F,W,25,26
23119,2018-01-10,F,B,74,75
23120,2018-01-10,F,B,27,28
23121,2018-01-10,F,W,30,31
23122,2018-01-10,F,B,45,45
23123,2018-01-10,F,B,22,22
23124,2018-01-10,F,W,30,31
23125,2018-01-10,F,B,24,25
23126,2018-01-10,F,W,24,24
23127,2018-01-10,F,B,36,36
23128,2018-01-10,F,B,44,44
23129,2018-01-10,F,W,42,43
23130,2018-01-10,F,W,22,22
23131,2018-01-10,F,W,35,36
23132,2018-01-10,F,B,26,26
23133,2018-01-10,F,W,23,24
23134,2018-01-10,F,W,47,47
23135,2018-01-10,F,W,28,28
23136,2018-01-10,F,B,29,29
23137,2018-01-10,F,B,27,27
23138,2018-01-10,F,B,27,27
23139,2018-01-10,F,W,34,34
23140,2018-01-10,F,W,51,51
23141,2018-01-10,F,W,30,30
23142,2018-01-10,F,B,51,51
23143,2018-01-10,F,W,37,37
23144,2018-01-10,F,W,35,35
23145,2018-01-10,F,W,36,36
23146,2018-01-10,F,W,23,23
23147,2018-01-10,F,W,27,28
23148,2018-01-10,F,W,34,34
23149,2018-01-10,F,W,26,26
23150,2018-01-10,F,B,23,23
23151,2018-01-10,F,W,35,35
23152,2018-01-10,F,W,36,36
23153,2018-01-10,F,B,34,34
23154,2018-01-10,F,W,36,36
23155,2018-01-10,F,W,24,24
23156,2018-01-10,F,W,36,36
23157,2018-01-10,F,W,40,40
23158,2018-01-10,F,W,26,26
23159,2018-01-10,F,W,34,34
23160,2018-01-10,F,W,35,35
23161,2018-01-10,F,B,20,21
23162,2018-01-10,F,W,33,33
23163,2018-01-10,F,W,40,40
23164,2018-01-10,F,W,30,30
23165,2018-01-10,F,B,41,41
23166,2018-01-10,F,W,30,30
23167,2018-01-10,F,B,21,21
23168,2018-01-10,F,W,35,35
23169,2018-01-10,F,W,50,50
23170,2018-01-10,F,B,20,20
23171,2018-01-10,F,W,24,24
23172,2018-01-10,F,B,41,41
23173,2018-01-10,F,W,27,27
23174,2018-01-10,F,B,40,40
23175,2018-01-10,F,B,41,41
23176,2018-01-10,F,B,25,25
23177,2018-01-10,F,B,38,38
23178,2018-01-10,F,W,32,32
23179,2018-01-10,F,W,32,32
23180,2018-01-10,F,W,28,28
23181,2018-01-10,F,,53,53
23182,2018-01-10,F,W,29,29
23183,2018-01-10,F,B,50,50
23184,2018-01-10,F,B,30,30
23185,2018-01-10,F,W,42,42
23186,2018-01-10,F,W,30,30
23187,2018-01-10,F,W,38,38
23188,2018-01-10,F,W,34,34
23189,2018-01-10,F,W,33,33
23190,2018-01-10,F,W,25,25
23191,2018-01-10,F,B,36,36
23192,2018-01-10,F,W,23,23
23193,2018-01-10,F,W,35,35
23194,2018-01-10,F,W,41,42
23195,2018-01-10,F,B,26,26
23196,2018-01-10,F,B,65,65
23197,2018-01-10,F,W,27,27
23198,2018-01-10,F,W,24,27
23199,2018-01-10,F,B,21,23
23200,2018-01-10,F,W,46,47
23201,2018-01-10,F,W,21,21
23202,2018-01-10,F,B,26,26
23203,2018-01-10,F,B,56,57
23204,2018-01-10,F,B,19,19
23205,2018-01-10,F,B,62,62
23206,2018-01-10,F,W,32,33
23207,2018-01-10,F,W,36,37
23208,2018-01-10,F,W,32,33
23209,2018-01-10,F,W,31,31
23210,2018-01-10,F,W,56,56
23211,2018-01-10,F,W,43,43
23212,2018-01-10,F,B,39,40
23213,2018-01-10,F,W,28,29
23214,2018-01-10,F,B,21,21
23215,2018-01-10,F,B,29,29
23216,2018-01-10,F,W,34,34
23217,2018-01-10,F,B,19,19
23218,2018-01-10,F,W,21,21
23219,2018-01-10,F,B,28,28
23220,2018-01-10,F,B,29,29
23221,2018-01-10,F,W,35,35
23222,2018-01-10,F,W,31,31
23223,2018-01-10,F,W,25,25
23224,2018-01-10,F,B,28,28
23225,2018-01-10,F,W,20,20
23226,2018-01-10,F,W,45,45
23227,2018-01-10,F,B,35,35
23228,2018-01-10,F,W,25,25
23229,2018-01-10,F,B,21,22
23230,2018-01-10,F,W,25,26
23231,2018-01-10,F,W,42,42
23232,2018-01-10,F,W,28,28
23233,2018-01-10,F,W,28,28
23234,2018-01-10,F,W,26,26
23235,2018-01-10,F,W,41,42
