_id,date,gender,race,agebook,agecurr
38003,2018-01-16,M,W,28,29
38004,2018-01-16,M,B,23,23
38005,2018-01-16,M,B,58,58
38006,2018-01-16,M,W,56,57
38007,2018-01-16,M,B,29,29
38008,2018-01-16,M,B,59,60
38009,2018-01-16,M,W,32,32
38010,2018-01-16,M,W,30,30
38011,2018-01-16,M,B,23,23
38012,2018-01-16,M,W,24,24
38013,2018-01-16,M,B,34,34
38014,2018-01-16,M,B,53,53
38015,2018-01-16,M,W,24,24
38016,2018-01-16,M,B,30,30
38017,2018-01-16,M,W,45,48
38018,2018-01-16,M,B,31,33
38019,2018-01-16,M,B,25,27
38020,2018-01-16,M,B,21,22
38021,2018-01-16,M,B,29,30
38022,2018-01-16,M,W,60,61
38023,2018-01-16,M,B,28,29
38024,2018-01-16,M,B,74,75
38025,2018-01-16,M,B,32,33
38026,2018-01-16,M,B,47,48
38027,2018-01-16,M,W,23,24
38028,2018-01-16,M,B,53,54
38029,2018-01-16,M,W,51,52
38030,2018-01-16,M,B,30,31
38031,2018-01-16,M,B,29,29
38032,2018-01-16,M,B,42,42
38033,2018-01-16,M,W,55,56
38034,2018-01-16,M,B,46,47
38035,2018-01-16,M,W,52,53
38036,2018-01-16,M,B,26,27
38037,2018-01-16,M,B,24,24
38038,2018-01-16,M,W,35,35
38039,2018-01-16,M,W,26,27
38040,2018-01-16,M,W,31,32
38041,2018-01-16,M,W,46,47
38042,2018-01-16,M,W,34,35
38043,2018-01-16,M,W,42,43
38044,2018-01-16,M,B,28,29
38045,2018-01-16,M,B,25,26
38046,2018-01-16,M,W,56,56
38047,2018-01-16,M,B,26,27
38048,2018-01-16,M,B,54,55
38049,2018-01-16,M,B,24,25
38050,2018-01-16,M,W,52,52
38051,2018-01-16,M,W,25,25
38052,2018-01-16,M,B,66,67
38053,2018-01-16,M,B,34,35
38054,2018-01-16,M,B,40,41
38055,2018-01-16,M,B,31,32
38056,2018-01-16,M,W,22,22
38057,2018-01-16,M,B,44,45
38058,2018-01-16,M,B,28,29
38059,2018-01-16,M,W,44,44
38060,2018-01-16,M,B,59,59
38061,2018-01-16,M,W,35,36
38062,2018-01-16,M,W,25,26
38063,2018-01-16,M,W,32,33
38064,2018-01-16,M,B,19,20
38065,2018-01-16,M,W,26,26
38066,2018-01-16,M,W,28,28
38067,2018-01-16,M,W,37,37
38068,2018-01-16,M,B,47,47
38069,2018-01-16,M,B,61,62
38070,2018-01-16,M,W,34,34
38071,2018-01-16,M,W,35,35
38072,2018-01-16,M,W,46,50
38073,2018-01-16,M,W,63,65
38074,2018-01-16,M,W,60,62
38075,2018-01-16,M,W,33,35
38076,2018-01-16,M,B,23,25
38077,2018-01-16,M,B,33,34
38078,2018-01-16,M,W,40,41
38079,2018-01-16,M,W,45,46
38080,2018-01-16,M,W,27,28
38081,2018-01-16,M,W,33,34
38082,2018-01-16,M,W,26,27
38083,2018-01-16,M,B,33,34
38084,2018-01-16,M,W,48,49
38085,2018-01-16,M,W,43,44
38086,2018-01-16,M,W,36,37
38087,2018-01-16,M,W,55,56
38088,2018-01-16,M,W,55,56
38089,2018-01-16,M,B,47,48
38090,2018-01-16,M,B,30,31
38091,2018-01-16,M,W,37,38
38092,2018-01-16,M,B,41,42
38093,2018-01-16,M,B,31,32
38094,2018-01-16,M,W,21,22
38095,2018-01-16,M,B,36,36
38096,2018-01-16,M,B,43,43
38097,2018-01-16,M,W,61,61
38098,2018-01-16,M,W,55,55
38099,2018-01-16,M,B,30,31
38100,2018-01-16,M,W,30,30
38101,2018-01-16,M,W,51,52
38102,2018-01-16,M,B,39,39
38103,2018-01-16,M,B,49,50
38104,2018-01-16,M,B,26,26
38105,2018-01-16,M,B,33,33
38106,2018-01-16,M,W,52,52
38107,2018-01-16,M,B,49,49
38108,2018-01-16,M,B,61,61
38109,2018-01-16,M,B,26,26
38110,2018-01-16,M,W,34,34
38111,2018-01-16,M,W,24,24
38112,2018-01-16,M,W,54,54
38113,2018-01-16,M,B,55,55
38114,2018-01-16,M,B,29,29
38115,2018-01-16,M,B,37,37
38116,2018-01-16,F,W,38,39
38117,2018-01-16,F,W,27,28
38118,2018-01-16,F,W,34,34
38119,2018-01-16,F,W,35,36
38120,2018-01-16,F,W,29,30
38121,2018-01-16,F,W,35,36
38122,2018-01-16,F,W,26,27
38123,2018-01-16,F,B,27,28
38124,2018-01-16,F,B,48,49
38125,2018-01-16,F,W,24,24
38126,2018-01-16,F,W,34,34
38127,2018-01-16,F,W,32,33
38128,2018-01-16,F,B,31,31
38129,2018-01-16,F,B,27,27
38130,2018-01-16,F,B,25,25
38131,2018-01-16,F,W,25,26
38132,2018-01-16,F,W,48,48
38133,2018-01-16,F,W,40,40
38134,2018-01-16,F,W,35,36
38135,2018-01-16,F,W,37,37
38136,2018-01-16,F,B,38,38
38137,2018-01-16,F,B,57,58
38138,2018-01-16,F,B,28,28
38139,2018-01-16,F,W,29,29
38140,2018-01-16,F,W,26,26
38141,2018-01-16,F,B,21,22
38142,2018-01-16,F,B,48,48
38143,2018-01-16,F,W,33,33
38144,2018-01-16,F,W,22,22
38145,2018-01-16,F,W,28,29
38146,2018-01-16,F,B,26,26
38147,2018-01-16,F,W,47,47
38148,2018-01-16,F,W,55,56
38149,2018-01-16,F,B,18,18
38150,2018-01-16,F,B,53,53
38151,2018-01-16,F,B,32,32
38152,2018-01-16,M,B,30,33
38153,2018-01-16,M,B,36,39
38154,2018-01-16,M,B,29,32
38155,2018-01-16,M,B,28,30
38156,2018-01-16,M,B,32,35
38157,2018-01-16,M,W,35,37
38158,2018-01-16,M,B,24,26
38159,2018-01-16,M,B,24,26
38160,2018-01-16,M,B,29,31
38161,2018-01-16,M,B,21,22
38162,2018-01-16,M,B,22,23
38163,2018-01-16,M,B,23,24
38164,2018-01-16,M,B,22,23
38165,2018-01-16,M,W,23,24
38166,2018-01-16,M,B,21,22
38167,2018-01-16,M,B,22,23
38168,2018-01-16,M,B,24,25
38169,2018-01-16,M,B,18,19
38170,2018-01-16,M,B,23,24
38171,2018-01-16,M,B,20,21
38172,2018-01-16,M,W,60,60
38173,2018-01-16,M,B,19,20
38174,2018-01-16,M,B,21,22
38175,2018-01-16,M,B,20,21
38176,2018-01-16,M,B,19,20
38177,2018-01-16,M,B,26,27
38178,2018-01-16,M,B,40,41
38179,2018-01-16,M,W,32,32
38180,2018-01-16,M,B,24,25
38181,2018-01-16,M,B,25,25
38182,2018-01-16,M,B,18,19
38183,2018-01-16,M,B,37,37
38184,2018-01-16,M,B,17,18
38185,2018-01-16,M,W,47,47
38186,2018-01-16,M,B,53,54
38187,2018-01-16,M,B,21,21
38188,2018-01-16,M,B,24,24
38189,2018-01-16,M,W,24,25
38190,2018-01-16,M,x,19,20
38191,2018-01-16,M,B,18,19
38192,2018-01-16,M,B,37,37
38193,2018-01-16,M,W,24,25
38194,2018-01-16,M,B,35,36
38195,2018-01-16,M,B,47,48
38196,2018-01-16,M,B,29,30
38197,2018-01-16,M,B,21,22
38198,2018-01-16,M,B,23,24
38199,2018-01-16,M,B,22,23
38200,2018-01-16,M,B,23,23
38201,2018-01-16,M,B,33,33
38202,2018-01-16,M,W,28,29
38203,2018-01-16,M,B,18,19
38204,2018-01-16,M,W,27,28
38205,2018-01-16,M,B,28,28
38206,2018-01-16,M,B,25,25
38207,2018-01-16,M,B,25,26
38208,2018-01-16,M,B,34,34
38209,2018-01-16,M,B,19,20
38210,2018-01-16,M,W,33,34
38211,2018-01-16,M,B,21,21
38212,2018-01-16,M,B,24,24
38213,2018-01-16,M,B,31,31
38214,2018-01-16,M,B,36,37
38215,2018-01-16,M,B,24,24
38216,2018-01-16,M,B,66,66
38217,2018-01-16,M,B,28,28
38218,2018-01-16,M,B,21,21
38219,2018-01-16,M,B,24,24
38220,2018-01-16,M,B,26,26
38221,2018-01-16,M,B,26,26
38222,2018-01-16,M,B,23,23
38223,2018-01-16,M,B,27,27
38224,2018-01-16,M,B,29,29
38225,2018-01-16,M,B,30,30
38226,2018-01-16,M,B,25,26
38227,2018-01-16,M,B,19,19
38228,2018-01-16,M,B,25,25
38229,2018-01-16,M,B,30,30
38230,2018-01-16,M,B,34,34
38231,2018-01-16,M,H,40,40
38232,2018-01-16,M,B,24,24
38233,2018-01-16,M,B,30,30
38234,2018-01-16,M,B,24,24
38235,2018-01-16,M,B,23,23
38236,2018-01-16,M,B,22,25
38237,2018-01-16,M,B,24,25
38238,2018-01-16,M,H,35,36
38239,2018-01-16,M,B,21,22
38240,2018-01-16,M,B,23,25
38241,2018-01-16,M,B,28,29
38242,2018-01-16,M,W,29,30
38243,2018-01-16,M,W,37,38
38244,2018-01-16,M,B,26,27
38245,2018-01-16,M,B,33,33
38246,2018-01-16,M,B,25,25
38247,2018-01-16,M,B,28,29
38248,2018-01-16,M,B,26,27
38249,2018-01-16,M,B,29,29
38250,2018-01-16,M,B,54,54
38251,2018-01-16,M,B,25,26
38252,2018-01-16,M,B,39,40
38253,2018-01-16,M,B,23,24
38254,2018-01-16,M,B,26,27
38255,2018-01-16,M,B,37,37
38256,2018-01-16,M,B,23,23
38257,2018-01-16,M,B,20,20
38258,2018-01-16,M,B,29,29
38259,2018-01-16,M,B,20,21
38260,2018-01-16,M,B,26,26
38261,2018-01-16,M,U,67,67
38262,2018-01-16,M,B,18,19
38263,2018-01-16,M,B,40,41
38264,2018-01-16,M,W,49,50
38265,2018-01-16,M,B,19,20
38266,2018-01-16,M,B,24,24
38267,2018-01-16,M,B,23,23
38268,2018-01-16,M,B,30,30
38269,2018-01-16,M,B,21,21
38270,2018-01-16,M,B,36,37
38271,2018-01-16,M,B,25,26
38272,2018-01-16,M,B,33,34
38273,2018-01-16,M,B,40,40
38274,2018-01-16,M,B,22,23
38275,2018-01-16,M,B,25,25
38276,2018-01-16,M,B,28,28
38277,2018-01-16,M,B,26,27
38278,2018-01-16,M,B,24,24
38279,2018-01-16,M,B,23,23
38280,2018-01-16,M,B,26,27
38281,2018-01-16,M,B,25,25
38282,2018-01-16,M,B,25,25
38283,2018-01-16,M,W,28,29
38284,2018-01-16,M,B,21,21
38285,2018-01-16,M,B,34,34
38286,2018-01-16,M,B,21,21
38287,2018-01-16,M,B,33,33
38288,2018-01-16,M,B,23,23
38289,2018-01-16,M,B,26,27
38290,2018-01-16,M,B,21,21
38291,2018-01-16,M,W,23,23
38292,2018-01-16,M,B,20,20
38293,2018-01-16,M,B,61,61
38294,2018-01-16,M,B,21,21
38295,2018-01-16,M,B,25,25
38296,2018-01-16,M,B,21,21
38297,2018-01-16,M,B,29,29
38298,2018-01-16,M,B,21,21
38299,2018-01-16,M,B,21,21
38300,2018-01-16,M,B,20,23
38301,2018-01-16,M,W,37,39
38302,2018-01-16,M,B,17,19
38303,2018-01-16,M,B,61,63
38304,2018-01-16,M,B,20,22
38305,2018-01-16,M,B,19,21
38306,2018-01-16,M,B,18,19
38307,2018-01-16,M,B,37,39
38308,2018-01-16,M,B,45,47
38309,2018-01-16,M,B,23,24
38310,2018-01-16,M,B,29,31
38311,2018-01-16,M,W,65,67
38312,2018-01-16,M,W,44,45
38313,2018-01-16,M,B,48,49
38314,2018-01-16,M,W,50,51
38315,2018-01-16,M,B,48,49
38316,2018-01-16,M,W,19,20
38317,2018-01-16,M,W,25,26
38318,2018-01-16,M,B,35,36
38319,2018-01-16,M,B,27,28
38320,2018-01-16,M,W,35,35
38321,2018-01-16,M,W,30,31
38322,2018-01-16,M,W,48,49
38323,2018-01-16,M,B,18,19
38324,2018-01-16,M,B,25,25
38325,2018-01-16,M,B,49,50
38326,2018-01-16,M,B,19,20
38327,2018-01-16,M,B,31,32
38328,2018-01-16,M,B,34,35
38329,2018-01-16,M,W,41,41
38330,2018-01-16,M,B,19,20
38331,2018-01-16,M,W,26,27
38332,2018-01-16,M,W,60,61
38333,2018-01-16,M,B,25,25
38334,2018-01-16,M,B,62,62
38335,2018-01-16,M,W,44,45
38336,2018-01-16,M,B,59,60
38337,2018-01-16,M,W,29,29
38338,2018-01-16,M,W,35,36
38339,2018-01-16,M,W,61,61
38340,2018-01-16,M,B,31,32
38341,2018-01-16,M,B,57,58
38342,2018-01-16,M,B,27,27
38343,2018-01-16,M,B,26,27
38344,2018-01-16,M,W,61,61
38345,2018-01-16,M,B,22,22
38346,2018-01-16,M,W,59,60
38347,2018-01-16,M,B,20,20
38348,2018-01-16,M,W,31,32
38349,2018-01-16,M,W,53,53
38350,2018-01-16,M,B,28,28
38351,2018-01-16,M,B,31,32
38352,2018-01-16,M,W,59,60
38353,2018-01-16,M,W,27,28
38354,2018-01-16,M,B,36,36
38355,2018-01-16,M,B,22,23
38356,2018-01-16,M,B,21,22
38357,2018-01-16,M,W,20,21
38358,2018-01-16,M,B,33,33
38359,2018-01-16,M,W,36,36
38360,2018-01-16,M,B,33,33
38361,2018-01-16,M,W,60,61
38362,2018-01-16,M,B,53,53
38363,2018-01-16,M,B,31,31
38364,2018-01-16,M,W,35,36
38365,2018-01-16,M,W,48,48
38366,2018-01-16,M,W,30,30
38367,2018-01-16,M,W,28,28
38368,2018-01-16,M,W,28,28
38369,2018-01-16,M,B,40,40
38370,2018-01-16,M,W,28,29
38371,2018-01-16,M,B,35,35
38372,2018-01-16,M,B,30,30
38373,2018-01-16,M,B,23,23
38374,2018-01-16,M,W,43,43
38375,2018-01-16,M,B,21,21
38376,2018-01-16,M,B,26,26
38377,2018-01-16,M,B,23,23
38378,2018-01-16,M,W,48,48
38379,2018-01-16,M,B,45,45
38380,2018-01-16,M,B,50,51
38381,2018-01-16,M,W,23,23
38382,2018-01-16,M,B,18,23
38383,2018-01-16,M,B,56,61
38384,2018-01-16,M,B,22,26
38385,2018-01-16,M,W,30,32
38386,2018-01-16,M,B,17,20
38387,2018-01-16,M,B,17,19
38388,2018-01-16,M,B,60,62
38389,2018-01-16,M,W,48,50
38390,2018-01-16,M,B,21,23
38391,2018-01-16,M,W,22,23
38392,2018-01-16,M,B,26,27
38393,2018-01-16,M,W,22,23
38394,2018-01-16,M,W,35,37
38395,2018-01-16,M,W,37,38
38396,2018-01-16,M,B,53,55
38397,2018-01-16,M,B,20,22
38398,2018-01-16,M,B,23,24
38399,2018-01-16,M,B,24,25
38400,2018-01-16,M,B,29,30
38401,2018-01-16,M,W,25,26
38402,2018-01-16,M,B,31,32
38403,2018-01-16,M,B,19,20
38404,2018-01-16,M,W,25,26
38405,2018-01-16,M,W,47,48
38406,2018-01-16,M,B,21,21
38407,2018-01-16,M,W,38,39
38408,2018-01-16,M,W,42,43
38409,2018-01-16,M,B,33,33
38410,2018-01-16,M,B,25,26
38411,2018-01-16,M,W,51,52
38412,2018-01-16,M,W,31,32
38413,2018-01-16,M,W,35,35
38414,2018-01-16,M,B,31,32
38415,2018-01-16,M,B,25,26
38416,2018-01-16,M,B,38,38
38417,2018-01-16,M,B,20,21
38418,2018-01-16,M,B,36,37
38419,2018-01-16,M,W,30,31
38420,2018-01-16,M,B,21,21
38421,2018-01-16,M,B,31,31
38422,2018-01-16,M,W,38,38
38423,2018-01-16,M,W,35,36
38424,2018-01-16,M,B,25,26
38425,2018-01-16,M,B,28,28
38426,2018-01-16,M,B,24,24
38427,2018-01-16,M,B,27,28
38428,2018-01-16,M,W,29,29
38429,2018-01-16,M,W,26,27
38430,2018-01-16,M,W,23,23
38431,2018-01-16,M,B,24,24
38432,2018-01-16,M,B,23,24
38433,2018-01-16,M,W,40,40
38434,2018-01-16,M,B,19,19
38435,2018-01-16,M,B,25,25
38436,2018-01-16,M,W,18,18
38437,2018-01-16,M,B,18,18
38438,2018-01-16,M,B,35,36
38439,2018-01-16,M,W,23,23
38440,2018-01-16,M,W,37,38
38441,2018-01-16,M,W,46,47
38442,2018-01-16,M,B,65,66
38443,2018-01-16,M,W,31,31
38444,2018-01-16,M,B,30,30
38445,2018-01-16,M,B,30,30
38446,2018-01-16,M,B,48,48
38447,2018-01-16,M,B,19,24
38448,2018-01-16,M,W,33,36
38449,2018-01-16,M,B,34,37
38450,2018-01-16,M,B,22,25
38451,2018-01-16,M,B,21,23
38452,2018-01-16,M,B,19,22
38453,2018-01-16,M,B,21,23
38454,2018-01-16,M,B,27,29
38455,2018-01-16,M,B,20,21
38456,2018-01-16,M,B,22,24
38457,2018-01-16,M,B,21,22
38458,2018-01-16,M,B,22,24
38459,2018-01-16,M,B,18,19
38460,2018-01-16,M,W,27,29
38461,2018-01-16,M,B,19,20
38462,2018-01-16,M,B,26,27
38463,2018-01-16,M,B,44,45
38464,2018-01-16,M,W,29,30
38465,2018-01-16,M,B,28,29
38466,2018-01-16,M,B,23,24
38467,2018-01-16,M,B,20,21
38468,2018-01-16,M,B,23,24
38469,2018-01-16,M,B,23,24
38470,2018-01-16,M,B,23,24
38471,2018-01-16,M,B,27,28
38472,2018-01-16,M,B,42,42
38473,2018-01-16,M,B,23,24
38474,2018-01-16,M,B,24,24
38475,2018-01-16,M,B,27,28
38476,2018-01-16,M,B,34,34
38477,2018-01-16,M,B,19,20
38478,2018-01-16,M,B,22,22
38479,2018-01-16,M,B,23,24
38480,2018-01-16,M,B,25,25
38481,2018-01-16,M,B,26,26
38482,2018-01-16,M,W,50,50
38483,2018-01-16,M,B,41,41
38484,2018-01-16,M,B,23,23
38485,2018-01-16,M,B,21,21
38486,2018-01-16,M,B,20,20
38487,2018-01-16,M,B,38,38
38488,2018-01-16,M,B,25,25
38489,2018-01-16,M,W,65,65
38490,2018-01-16,M,B,26,26
38491,2018-01-16,M,B,24,24
38492,2018-01-16,M,B,21,21
38493,2018-01-16,M,W,31,31
38494,2018-01-16,M,B,25,25
38495,2018-01-16,M,W,59,59
38496,2018-01-16,M,B,22,22
38497,2018-01-16,M,B,19,19
38498,2018-01-16,M,B,24,24
38499,2018-01-16,M,B,31,31
38500,2018-01-16,M,W,41,41
38501,2018-01-16,M,B,21,21
38502,2018-01-16,M,W,30,30
38503,2018-01-16,M,W,38,38
38504,2018-01-16,M,B,31,31
38505,2018-01-16,M,B,41,41
38506,2018-01-16,M,B,45,45
38507,2018-01-16,M,B,33,33
38508,2018-01-16,M,B,26,26
38509,2018-01-16,M,B,25,25
38510,2018-01-16,M,A,40,40
38511,2018-01-16,M,B,23,26
38512,2018-01-16,M,B,25,28
38513,2018-01-16,M,B,17,19
38514,2018-01-16,M,B,17,19
38515,2018-01-16,M,B,23,25
38516,2018-01-16,M,B,25,27
38517,2018-01-16,M,B,29,30
38518,2018-01-16,M,B,28,30
38519,2018-01-16,M,W,32,34
38520,2018-01-16,M,B,26,28
38521,2018-01-16,M,B,21,22
38522,2018-01-16,M,B,30,32
38523,2018-01-16,M,B,16,18
38524,2018-01-16,M,B,26,27
38525,2018-01-16,M,B,52,53
38526,2018-01-16,M,B,28,30
38527,2018-01-16,M,B,20,21
38528,2018-01-16,M,W,23,24
38529,2018-01-16,M,B,48,49
38530,2018-01-16,M,B,18,19
38531,2018-01-16,M,B,29,30
38532,2018-01-16,M,W,49,50
38533,2018-01-16,M,B,23,23
38534,2018-01-16,M,B,56,57
38535,2018-01-16,M,B,23,24
38536,2018-01-16,M,B,25,26
38537,2018-01-16,M,B,43,44
38538,2018-01-16,M,B,28,29
38539,2018-01-16,M,W,62,63
38540,2018-01-16,M,B,25,26
38541,2018-01-16,M,B,31,32
38542,2018-01-16,M,B,25,25
38543,2018-01-16,M,B,31,32
38544,2018-01-16,M,W,32,33
38545,2018-01-16,M,B,42,43
38546,2018-01-16,M,B,20,20
38547,2018-01-16,M,B,52,52
38548,2018-01-16,M,B,21,21
38549,2018-01-16,M,B,21,21
38550,2018-01-16,M,B,27,27
38551,2018-01-16,M,B,44,44
38552,2018-01-16,M,W,33,33
38553,2018-01-16,M,B,29,29
38554,2018-01-16,M,B,36,36
38555,2018-01-16,M,W,52,52
38556,2018-01-16,M,B,30,30
38557,2018-01-16,M,B,56,57
38558,2018-01-16,M,B,30,30
38559,2018-01-16,M,B,35,35
38560,2018-01-16,M,B,25,27
38561,2018-01-16,M,B,22,24
38562,2018-01-16,M,B,23,25
38563,2018-01-16,M,B,36,38
38564,2018-01-16,M,B,25,26
38565,2018-01-16,M,B,26,27
38566,2018-01-16,M,B,29,31
38567,2018-01-16,M,B,29,30
38568,2018-01-16,M,B,20,21
38569,2018-01-16,M,B,34,36
38570,2018-01-16,M,B,28,29
38571,2018-01-16,M,B,50,51
38572,2018-01-16,M,W,21,22
38573,2018-01-16,M,B,24,25
38574,2018-01-16,M,B,26,28
38575,2018-01-16,M,B,30,31
38576,2018-01-16,M,B,26,27
38577,2018-01-16,M,B,18,19
38578,2018-01-16,M,B,33,34
38579,2018-01-16,M,B,31,32
38580,2018-01-16,M,B,47,47
38581,2018-01-16,M,B,52,53
38582,2018-01-16,M,B,20,21
38583,2018-01-16,M,B,24,25
38584,2018-01-16,M,B,26,27
38585,2018-01-16,M,B,57,57
38586,2018-01-16,M,B,24,25
38587,2018-01-16,M,B,20,21
38588,2018-01-16,M,W,27,28
38589,2018-01-16,M,W,37,37
38590,2018-01-16,M,B,24,24
38591,2018-01-16,M,B,43,44
38592,2018-01-16,M,W,26,26
38593,2018-01-16,M,B,24,24
38594,2018-01-16,M,W,46,46
38595,2018-01-16,M,W,34,34
38596,2018-01-16,M,B,30,31
38597,2018-01-16,M,B,29,30
38598,2018-01-16,M,B,25,25
38599,2018-01-16,M,B,26,26
38600,2018-01-16,M,B,33,33
38601,2018-01-16,M,B,32,32
38602,2018-01-16,M,B,44,44
38603,2018-01-16,M,B,50,50
38604,2018-01-16,M,B,22,22
38605,2018-01-16,M,B,28,28
38606,2018-01-16,M,B,27,27
38607,2018-01-16,M,B,38,38
38608,2018-01-16,M,B,22,22
38609,2018-01-16,M,B,24,24
38610,2018-01-16,F,W,48,48
38611,2018-01-16,F,W,25,25
38612,2018-01-16,M,W,19,19
38613,2018-01-16,F,B,28,28
38614,2018-01-16,M,W,27,27
38615,2018-01-16,M,B,25,25
38616,2018-01-16,M,W,25,25
38617,2018-01-16,M,W,31,31
38618,2018-01-16,M,W,32,32
38619,2018-01-16,M,W,30,30
38620,2018-01-16,M,W,59,59
38621,2018-01-16,M,B,18,18
38622,2018-01-16,M,W,36,36
38623,2018-01-16,M,W,30,30
38624,2018-01-16,M,W,28,28
38625,2018-01-16,M,B,59,59
38626,2018-01-16,M,B,42,42
38627,2018-01-16,M,W,57,57
38628,2018-01-16,M,B,23,23
38629,2018-01-16,F,W,25,25
38630,2018-01-16,F,W,36,36
38631,2018-01-16,F,B,25,25
38632,2018-01-17,M,B,20,22
38633,2018-01-17,M,B,23,24
38634,2018-01-17,M,W,51,52
38635,2018-01-17,M,B,20,21
38636,2018-01-17,M,B,31,32
38637,2018-01-17,M,W,28,29
38638,2018-01-17,M,B,25,26
38639,2018-01-17,M,B,27,28
38640,2018-01-17,M,B,29,30
38641,2018-01-17,M,W,28,29
38642,2018-01-17,M,W,57,58
38643,2018-01-17,M,B,25,26
38644,2018-01-17,M,B,26,27
38645,2018-01-17,M,B,51,52
38646,2018-01-17,M,B,37,38
38647,2018-01-17,M,B,44,45
38648,2018-01-17,M,B,24,25
38649,2018-01-17,M,B,37,37
38650,2018-01-17,M,B,25,26
38651,2018-01-17,M,B,30,30
38652,2018-01-17,M,B,19,20
38653,2018-01-17,M,W,43,43
38654,2018-01-17,M,W,30,30
38655,2018-01-17,M,B,24,25
38656,2018-01-17,M,B,30,31
38657,2018-01-17,M,B,33,34
38658,2018-01-17,M,B,27,28
38659,2018-01-17,M,W,32,32
38660,2018-01-17,M,W,32,33
38661,2018-01-17,M,W,39,40
38662,2018-01-17,M,B,22,23
38663,2018-01-17,M,W,29,29
38664,2018-01-17,M,B,32,32
38665,2018-01-17,M,B,20,20
38666,2018-01-17,M,B,49,49
38667,2018-01-17,M,B,25,25
38668,2018-01-17,M,B,35,35
38669,2018-01-17,M,W,31,31
38670,2018-01-17,M,W,19,20
38671,2018-01-17,M,H,20,20
38672,2018-01-17,M,B,55,55
38673,2018-01-17,M,B,35,36
38674,2018-01-17,M,W,55,55
38675,2018-01-17,M,W,30,30
38676,2018-01-17,M,W,27,28
38677,2018-01-17,M,B,24,25
38678,2018-01-17,M,W,25,25
38679,2018-01-17,M,B,33,34
38680,2018-01-17,M,B,51,51
38681,2018-01-17,M,W,38,38
38682,2018-01-17,M,W,27,27
38683,2018-01-17,M,B,50,51
38684,2018-01-17,M,B,24,24
38685,2018-01-17,M,B,28,28
38686,2018-01-17,M,W,30,30
38687,2018-01-17,M,B,36,36
38688,2018-01-17,M,W,31,31
38689,2018-01-17,M,W,34,35
38690,2018-01-17,M,B,37,37
38691,2018-01-17,M,W,53,53
38692,2018-01-17,M,B,31,31
38693,2018-01-17,M,B,35,35
38694,2018-01-17,M,B,56,57
38695,2018-01-17,M,B,59,59
38696,2018-01-17,M,B,53,53
38697,2018-01-17,M,B,56,56
38698,2018-01-17,M,B,21,21
38699,2018-01-17,M,B,47,47
38700,2018-01-17,M,W,29,29
38701,2018-01-17,M,W,27,27
38702,2018-01-17,M,W,29,29
38703,2018-01-17,M,B,27,27
38704,2018-01-17,M,W,42,42
38705,2018-01-17,M,W,38,38
38706,2018-01-17,M,W,42,42
38707,2018-01-17,M,W,23,23
38708,2018-01-17,M,B,50,50
38709,2018-01-17,M,W,25,25
38710,2018-01-17,M,B,39,39
38711,2018-01-17,M,W,28,28
38712,2018-01-17,M,B,47,47
38713,2018-01-17,M,B,32,32
38714,2018-01-17,M,B,30,30
38715,2018-01-17,M,W,36,36
38716,2018-01-17,M,B,26,27
38717,2018-01-17,M,W,29,30
38718,2018-01-17,M,W,31,31
38719,2018-01-17,M,B,27,27
38720,2018-01-17,M,B,32,32
38721,2018-01-17,M,W,29,29
38722,2018-01-17,M,W,31,31
38723,2018-01-17,M,B,33,33
38724,2018-01-17,M,B,48,50
38725,2018-01-17,M,B,19,21
38726,2018-01-17,M,B,34,35
38727,2018-01-17,M,B,25,27
38728,2018-01-17,M,B,30,32
38729,2018-01-17,M,B,56,57
38730,2018-01-17,M,B,26,27
38731,2018-01-17,M,B,29,31
38732,2018-01-17,M,B,24,26
38733,2018-01-17,M,B,25,26
38734,2018-01-17,M,B,33,34
38735,2018-01-17,M,B,20,21
38736,2018-01-17,M,W,26,27
38737,2018-01-17,M,B,19,20
38738,2018-01-17,M,B,24,25
38739,2018-01-17,M,W,23,24
38740,2018-01-17,M,B,24,25
38741,2018-01-17,M,B,21,22
38742,2018-01-17,M,B,28,29
38743,2018-01-17,M,B,21,22
38744,2018-01-17,M,B,19,20
38745,2018-01-17,M,B,25,26
38746,2018-01-17,M,B,21,21
38747,2018-01-17,M,B,23,24
38748,2018-01-17,M,W,38,39
38749,2018-01-17,M,B,28,29
38750,2018-01-17,M,B,24,25
38751,2018-01-17,M,W,55,55
38752,2018-01-17,M,B,53,54
38753,2018-01-17,M,B,21,22
38754,2018-01-17,M,B,24,25
38755,2018-01-17,M,W,22,22
38756,2018-01-17,M,B,26,27
38757,2018-01-17,M,W,29,29
38758,2018-01-17,M,B,17,18
38759,2018-01-17,M,B,26,26
38760,2018-01-17,M,W,31,32
38761,2018-01-17,M,B,26,26
38762,2018-01-17,M,B,19,20
38763,2018-01-17,M,B,33,33
38764,2018-01-17,M,B,30,30
38765,2018-01-17,M,B,25,25
38766,2018-01-17,M,B,32,33
38767,2018-01-17,M,W,32,33
38768,2018-01-17,M,W,27,27
38769,2018-01-17,M,B,26,26
38770,2018-01-17,M,W,25,25
38771,2018-01-17,M,B,59,59
38772,2018-01-17,M,B,25,25
38773,2018-01-17,M,W,34,34
38774,2018-01-17,M,W,50,50
38775,2018-01-17,M,B,36,36
38776,2018-01-17,M,B,27,27
38777,2018-01-17,M,W,32,32
38778,2018-01-17,M,B,21,21
